# d	theta	R0_x	R0_y	R0_z	Type
0.061236243569579	0	0.05000000000000001	-0.025	-0.02500000000000001	Original
0.061236743569579	0	0.05000000000000001	-0.025	-0.02500000000000001	Original
0.061237243569579	0	0.05000000000000001	-0.025	-0.02500000000000001	Original
0.061237743569579	0	0.05000000000000001	-0.025	-0.02500000000000001	Original
0.061238243569579	0	0.05000000000000001	-0.025	-0.02500000000000001	Original
0.061236243569579	0	-0.024999999999999998	0.05	-0.02500000000000001	Original
0.061236743569579	0	-0.024999999999999998	0.05	-0.02500000000000001	Original
0.061237243569579	0	-0.024999999999999998	0.05	-0.02500000000000001	Original
0.061237743569579	0	-0.024999999999999998	0.05	-0.02500000000000001	Original
0.061238243569579	0	-0.024999999999999998	0.05	-0.02500000000000001	Original
0.061236243569579	0	-0.025000000000000022	-0.024999999999999988	0.05000000000000001	Original
0.061236743569579	0	-0.025000000000000022	-0.024999999999999988	0.05000000000000001	Original
0.061237243569579	0	-0.025000000000000022	-0.024999999999999988	0.05000000000000001	Original
0.061237743569579	0	-0.025000000000000022	-0.024999999999999988	0.05000000000000001	Original
0.061238243569579	0	-0.025000000000000022	-0.024999999999999988	0.05000000000000001	Original
0.061236743569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236744569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236745569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236746569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236747569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236748569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236749569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236750569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236751569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236752569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236753569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236754569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236755569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236756569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236757569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236758569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236759569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236760569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236761569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236762569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236763569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236764569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236765569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236766569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236767569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236768569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236769569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236770569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236771569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236772569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236773569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236774569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236775569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236776569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236777569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236778569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236779569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236780569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236781569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236782569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236783569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236784569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236785569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236786569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236787569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236788569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236789569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236790569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236791569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236792569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236793569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236794569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236795569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236796569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236797569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236798569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236799569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236800569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236801569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236802569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236803569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236804569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236805569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236806569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236807569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236808569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236809569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236810569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236811569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236812569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236813569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236814569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236815569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236816569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236817569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236818569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236819569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236820569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236821569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236822569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236823569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236824569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236825569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236826569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236827569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236828569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236829569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236830569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236831569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236832569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236833569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236834569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236835569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236836569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236837569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236838569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236839569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236840569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236841569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236842569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236843569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236844569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236845569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236846569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236847569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
0.061236848569579	0	0.05816496580927727	-0.02908248290463863	-0.02908248290463864	Nested
