#Theta Phase_0 Phase_1 Phase_2 Phase_3
0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000
0.128228271575094 0.499999999950453 -0.498519827477744 -0.496290025194992 -0.497749171702398
0.256456543150187 0.999999999900884 -0.996664462750044 -0.992521102713982 0.000253402050673
0.384684814725281 1.499999999851283 -0.499257526585493 -0.496573836541096 0.498606285260461
0.512913086300374 1.999999999801645 -0.003129149353541 -0.001390892414766 0.997332593103653
0.641141357875468 2.499999999751969 0.490970085219956 0.492267414658420 1.496395123336013
0.769369629450562 2.999999999702260 0.982274907021357 0.983566157242771 1.995718882906979
0.897597901025655 -2.783185307527059 1.470669722210448 1.472263914820406 2.495210487189535
1.025826172600749 -2.283185307576803 1.957483916281985 1.959514491342931 2.994769844154970
1.154054444175842 -1.783185307626541 2.445125366721596 2.447524835754891 -2.788890015460442
1.282282715750936 -1.283185307676259 2.935413313781124 2.937926407359811 -2.289499435473898
1.410510987326030 -0.783185307725947 -2.854532556709822 -2.852304901078739 -1.790340258414321
1.538739258901123 -0.283185307775600 -2.358988720879815 -2.357534136253698 -1.291495406197294
1.666967530476217 0.216814692174788 -1.861937112678693 -1.861773780235549 -0.793017206534785
1.795195802051310 0.716814692125210 -1.363990837674141 -1.365601248273988 -0.294904916159584
1.923424073626404 1.216814692075657 -0.865563624138380 -0.869318272335356 0.202913491130388
2.051652345201497 1.716814692026116 -0.366941833332000 -0.373027360520778 0.700580274334524
2.179880616776591 2.216814691976573 0.131642201324176 0.123264120218570 1.198278371428739
2.308108888351684 2.716814691927013 0.629945588721393 0.619529523938111 1.696182073708815
2.436337159926778 -3.066370615302162 1.127648200407762 1.115610672389955 2.194412079666945
2.564565431501872 -2.566370615351788 1.624276485360046 1.611119984926098 2.693015510397382
2.692793703076966 -2.066370615401452 2.119144862658455 2.105384186177698 -3.091212409976029
2.821021974652059 -1.566370615451151 2.611445320455109 2.597544850313238 -2.591965941185979
2.949250246227153 -1.066370615500876 3.100743603863204 3.087060409806863 -2.092519339578780
3.077478517802246 -0.566370615550618 -2.695342996267447 -2.708612479351643 -1.592971292418584
3.205706789377340 -0.066370615600359 -2.208244289218525 -2.221100061330574 -1.093423245258387
3.333935060952433 0.433629384349913 -1.718946005810471 -1.731584501836991 -0.593976643651191
3.462163332527527 0.933629384300215 -1.226645548013803 -1.239423837701436 -0.094730174861143
3.590391604102621 1.433629384250548 -0.731777170715352 -0.745159636449795 0.404227211945031
3.718619875677714 1.933629384200923 -0.235148885763071 -0.249650323913656 0.902830642675468
3.846848147252808 2.433629384151335 0.262553725923301 0.246430824538193 1.401060648633599
3.975076418827901 2.933629384101774 0.760857113320515 0.742696228257731 1.898964350913676
4.103304690402995 -2.849555923127355 1.259441147976684 1.238987708997076 2.396662448007891
4.231532961978089 -2.349555923176894 1.758062938783077 1.735278620811659 2.894329231212023
4.359761233553182 -1.849555923226447 1.259635725247310 1.238995644873018 -2.891037668677587
4.487989505128276 -1.349555923276025 0.761689450242759 0.742823112911456 -2.392925378302380
4.616217776703369 -0.849555923325639 1.258741058443871 1.238583468929594 -1.894447178639872
4.744446048278463 -0.349555923375288 1.754284894273855 1.733354233754607 -1.395602326422846
4.872674319853556 0.150444076575020 2.247524330962502 2.226308232495654 -0.896443149363272
5.000902591428650 0.650444076525304 2.737812278022059 2.716709804100599 -0.397052569376726
5.129130863003743 1.150444076475566 -3.057731578717945 -3.078465158667051 0.102472878187449
5.257359134578837 1.650444076425824 -2.570917384646418 -2.591214582144538 0.602032235152883
5.385587406153931 2.150444076376093 -3.059312199835535 -3.079912339722203 1.101523839435441
5.513815677729024 2.650444076326384 2.732568285542641 2.711974224873028 1.600847599006403
5.642043949304118 -3.132741230902877 -3.056517787063456 -3.077552775233382 2.099910129238769
5.770272220879211 -2.632741230952515 -2.560389409831526 -2.582369831107076 2.598636437081957
5.898500492454305 -2.132741231002115 -2.062982473666953 -2.086422564934168 3.096989320291748
6.026728764029398 -1.632741231051686 -1.564837838394642 -1.590191487415165 -2.688193413134766
6.154957035604492 -1.132741231101232 -1.066318010916913 -1.093901462220192 3.097242722342425
6.283185307179586 -0.132741231126104 -0.067004224765757 -0.095757945128327 2.098415539035887
